name,copies,lists,status,oracle_first_80
"Elvish Aberration",5,5,partial,"{T}: Add {G}{G}{G}. Forestcycling {2} ({2}, Discard this card: Search your libra"
"God-Eternal Kefnet",5,5,partial,"Flying You may reveal the first card you draw each turn as you draw it. Whenever"
"Greenbelt Rampager",5,5,partial,"When this creature enters, pay {E}{E} (two energy counters). If you can't, retur"
"Longtusk Cub",5,5,partial,"Whenever this creature deals combat damage to a player, you get {E}{E} (two ener"
"Cryptoplasm",5,5,partial,"At the beginning of your upkeep, you may have this creature become a copy of ano"
"Khârn the Betrayer",5,5,partial,"Berzerker — Khârn the Betrayer attacks or blocks each combat if able. Sigil of C"
"Intrepid Adversary",5,5,partial,"Lifelink When this creature enters, you may pay {1}{W} any number of times. When"
"Sanctifier en-Vec",5,5,partial,"Protection from black and from red When this creature enters, exile all cards th"
"Visions of Dread",5,5,partial,"Target opponent puts a creature card of their choice from their graveyard onto t"
"Skull Storm",5,5,partial,"When you cast this spell, copy it for each time you've cast your commander from "
"Kyoshi Battle Fan",5,5,partial,"When this Equipment enters, create a 1/1 white Ally creature token, then attach "
"Beastmaster's Magemark",5,5,partial,"Enchant creature Creatures you control that are enchanted get +1/+1. Whenever a "
"Garruk Relentless // Garruk, the Veil-Cursed",5,5,partial,"When Garruk has two or fewer loyalty counters on him, transform him. 0: Garruk d"
"Dark Sphere",5,5,partial,"{T}, Sacrifice this artifact: The next time a source of your choice would deal d"
"Ash, Party Crasher",5,5,partial,"Haste Celebration — Whenever Ash attacks, if two or more nonland permanents ente"
"Heroic Sacrifice",5,5,partial,"Choose target creature you control. Until end of turn, all damage that would be "
"Juvenile Mist Dragon",5,5,partial,"Flying Confounding Clouds — When this creature enters, for each opponent, tap up"
"Demonic Vigor",5,5,partial,"Enchant creature Enchanted creature gets +1/+1. When enchanted creature dies, re"
"The Night of the Doctor",5,5,partial,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice aft"
"Archive Trap",5,5,partial,"If an opponent searched their library this turn, you may pay {0} rather than pay"
"Ashes of the Abhorrent",5,5,partial,"Players can't cast spells from graveyards or activate abilities of cards in grav"
"Battletide Alchemist",5,5,partial,"If a source would deal damage to a player, you may prevent X of that damage, whe"
"Guul Draz Assassin",5,5,partial,"Level up {1}{B} ({1}{B}: Put a level counter on this. Level up only as a sorcery"
"One-Clown Band",5,5,partial,"{2}{R}: Target Robot gets +2/+0 until end of turn."
"Trove of Temptation",5,5,partial,"Each opponent must attack you or a planeswalker you control with at least one cr"
"Illuminate History",5,5,partial,"Discard any number of cards, then draw that many cards. Then if there are seven "
"Captain Marvel, Shooting Star",5,5,partial,"Flying Whenever Captain Marvel enters or attacks, exile up to one target creatur"
"Detention Vortex",5,5,partial,"Enchant nonland permanent Enchanted permanent can't attack or block, and its act"
"Rem Karolus, Stalwart Slayer",5,5,partial,"Flying, haste If a spell would deal damage to you or another permanent you contr"
"Ormos, Archive Keeper",5,5,partial,"Flying If you would draw a card while your library has no cards in it, instead p"
"Sphinx of Foresight",5,5,partial,"You may reveal this card from your opening hand. If you do, scry 3 at the beginn"
"Whirlwind Technique",5,5,partial,"Target player draws two cards, then discards a card. Airbend up to two target cr"
"Group Project",5,5,partial,"Create a 2/2 red and white Spirit creature token. Flashback—Tap three untapped c"
"Monoist Gravliner",5,5,partial,"Whenever a creature stations this Spacecraft, that creature perpetually gains de"
"Sapphire Collector",5,5,partial,"Prowess When you cast your second noncreature spell in a turn, conjure a card na"
"Saint Elenda",5,5,partial,"Lifelink When Saint Elenda enters, conjure a card of your choice from Saint Elen"
"Torsten, Founder of Benalia",5,5,partial,"When Torsten enters, reveal the top seven cards of your library. Put any number "
"Dungeon Geists",5,5,partial,"Flying When this creature enters, tap target creature an opponent controls. That"
"Norn's Fetchling",5,5,partial,"Toxic 1 Corrupted — When Norn's Fetchling enters, conjure a card named Plains in"
"Tamiyo, Collector of Tales",5,5,partial,"Spells and abilities your opponents control can't cause you to discard cards or "
"Tasha, Unholy Archmage",5,5,partial,"+1: Until your next turn, whenever a creature attacks you or Tasha, Unholy Archm"
"Replicating Terror",5,5,partial,"Each opponent sacrifices a nontoken creature. For each creature sacrificed this "
"Quicksilver Lapidary",5,5,partial,"When Quicksilver Lapidary enters, conjure a card named Mox Opal into your hand."
"Fiery Impulse",5,5,partial,"Fiery Impulse deals 2 damage to target creature. Spell mastery — If there are tw"
"Chronicler of Worship",5,5,partial,"When Chronicler of Worship enters the battlefield, put a random Shrine card from"
"Ant-Man's Army",5,5,partial,"When this creature enters, create a Food token or a Treasure token. (A Food toke"
"Nissa's Triumph",5,5,partial,"Search your library for up to two basic Forest cards. If you control a Nissa pla"
"Trial of Ambition",5,5,partial,"When this enchantment enters, target opponent sacrifices a creature of their cho"
"Angel of Grace",5,5,partial,"Flash Flying When this creature enters, until end of turn, damage that would red"
"By Elspeth's Command",5,5,partial,"At the beginning of combat on your turn, choose one that wasn't chosen during yo"
"Champions of Tyr",5,5,partial,"Flying Double team When this creature enters, you get a one-time boon with ""When"
"Roots of Wisdom",5,5,partial,"Mill three cards, then return a land card or Elf card from your graveyard to you"
"Chittering Illuminator",5,5,partial,"As long as Chittering Illuminator is at the top of your library, you may look at"
"Trackhand Trainer",5,5,partial,"{3}{U}{U}: Draw a card. Exhaust — {U}: Conjure a card named Training Grounds ont"
"Break Expectations",5,5,partial,"Target player reveals all cards with mana value 2 or greater in their hand. You "
"Warzone Duplicator",5,5,partial,"Prototype {3}{U} — 3/3 When this creature enters, return target creature an oppo"
"Case of the Lost Witness",5,5,partial,"When this Case enters, conjure four cards named Fblthp, the Lost into your libra"
"Giant Ox",5,5,partial,"This creature crews Vehicles using its toughness rather than its power."
"Pampered Loamfrill",5,5,partial,"Deathtouch Renew — {1}{G}, Exile this card from your graveyard: Conjure a duplic"
"Devouring Tendrils",5,5,partial,"Target creature you control deals damage equal to its power to target creature o"
"Eidolon of Obstruction",5,5,partial,"First strike Loyalty abilities of planeswalkers your opponents control cost {1} "
"Kor Blademaster",5,5,partial,"Double strike Equipped Warriors you control have double strike."
"Clone Crafter",5,5,partial,"When Clone Crafter enters the battlefield, conjure a duplicate of a random creat"
"Raging Battle Mouse",5,5,partial,"The second spell you cast each turn costs {1} less to cast. Celebration — At the"
"A-Gnarlid Colony",5,5,partial,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.) If Gnar"
"Mistbind Clique",5,5,partial,"Flash Flying Champion a Faerie (When this enters, sacrifice it unless you exile "
"Cottontail Caretaker",5,5,partial,"When Cottontail Caretaker enters, choose a white creature card in your hand. Tha"
"Realmbreaker's Grasp",5,5,partial,"Enchant artifact or creature Enchanted permanent can't attack or block, and its "
"Demotion",5,5,partial,"Enchant creature Enchanted creature can't block, and its activated abilities can"
"Spellchain Scatter",5,5,partial,"Kicker {U} When you next cast an instant or sorcery spell this turn, conjure a d"
"Michelangelo's Technique",5,5,partial,"Sneak {3}{G} (You may cast this spell for {3}{G} if you also return an unblocked"
"Purphoros's Intervention",5,5,partial,"Choose one — • Create an X/1 red Elemental creature token with trample and haste"
"Tocatli Honor Guard",5,5,partial,"Creatures entering don't cause abilities to trigger."
"Toralf's Disciple",5,5,partial,"Haste Whenever Toralf's Disciple attacks, conjure four cards named Lightning Bol"
"Brave Meadowguard",5,5,partial,"When Brave Meadowguard enters, conjure a card named Might of the Meek into your "
"Emmara, Voice of the Conclave",5,5,partial,"Convoke When Emmara, Voice of the Conclave enters, draft a card from Emmara, Voi"
"Estinien Varlineau",4,4,partial,"Whenever you cast a noncreature spell, put a +1/+1 counter on Estinien Varlineau"
"Uneasy Partings",4,4,partial,"This spell costs {1} less to cast if it targets an attacking nontoken creature. "
"Redirect",4,4,partial,"You may choose new targets for target spell."
"Praetor's Counsel",4,4,partial,"Return all cards from your graveyard to your hand. Exile Praetor's Counsel. You "
"Lorehold, the Historian",4,4,partial,"Flying, haste Each instant and sorcery card in your hand has miracle {2}. (You m"
"Feisty Spikeling",4,4,partial,"Changeling (This card is every creature type.) During your turn, this creature h"
"Shapesharer",4,4,partial,"Changeling (This card is every creature type.) {2}{U}: Target Shapeshifter becom"
"Widespread Brutality",4,4,partial,"Amass Zombies 2, then the Army you amassed deals damage equal to its power to ea"
"Olivia, Mobilized for War",4,4,partial,"Flying Whenever another creature you control enters, you may discard a card. If "
"Vampire Nocturnus",4,4,partial,"Play with the top card of your library revealed. As long as the top card of your"
"Falkenrath Gorger",4,4,partial,"Each Vampire creature card you own that isn't on the battlefield has madness. Th"
"Bloodlord of Vaasgoth",4,4,partial,"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters w"
"Order of Sacred Dusk",4,4,partial,"Convoke (Your creatures can help cast this spell. Each creature you tap while ca"
"Festival of Embers",4,4,partial,"During your turn, you may cast instant and sorcery spells from your graveyard by"
"Polymorph",4,4,partial,"Destroy target creature. It can't be regenerated. Its controller reveals cards f"
"Reality Scramble",4,4,partial,"Put target permanent you own on the bottom of your library. Reveal cards from th"
"Elemental Mascot",4,4,partial,"Flying, vigilance Opus — Whenever you cast an instant or sorcery spell, this cre"
"Light of Judgment",4,4,partial,"Light of Judgment deals 6 damage to target creature. Destroy up to one Equipment"
"Goblin Diplomats",4,4,partial,"{T}: Each creature attacks this turn if able."
"Invade the City",4,4,partial,"Amass Zombies X, where X is the number of instant and sorcery cards in your grav"
"Fires of Mount Doom",4,4,partial,"When Fires of Mount Doom enters, it deals 2 damage to target creature an opponen"
"Steward of the Harvest",4,4,partial,"When this creature enters, exile up to three target land cards from your graveya"
"Akawalli, the Seething Tower",4,4,partial,"Descend 4 — As long as there are four or more permanent cards in your graveyard,"
"Join the Dead",4,4,partial,"Target creature gets -5/-5 until end of turn. Descend 4 — That creature gets -10"
"Ursine Monstrosity",4,4,partial,"Trample At the beginning of combat on your turn, mill a card and choose an oppon"
"Hogaak, Arisen Necropolis",4,4,partial,"You can't spend mana to cast this spell. Convoke, delve (Each creature you tap w"
"Shadow Kin",4,4,partial,"Flash At the beginning of your upkeep, each player mills three cards. You may ex"
"Serum Powder",4,4,partial,"{T}: Add {C}. Any time you could mulligan and this card is in your hand, you may"
"Lord Windgrace",4,4,partial,"+2: Discard a card, then draw a card. If a land card is discarded this way, draw"
"Reed Richards, Smartest Man",4,4,partial,"Reach You have no maximum hand size. The first time you would draw a card each t"
"Intellectual Offering",4,4,partial,"Choose an opponent. You and that player each draw three cards. Choose an opponen"
